Date,Adj Close
2015-01-02,70.400002
2015-01-05,67.629997
2015-01-06,64.669998
2015-01-07,66.650002
2015-01-08,67.690002
2015-01-09,67.110001
2015-01-12,65.519997
2015-01-13,65.019997
2015-01-14,64.589996
2015-01-15,64.389999
2015-01-16,65.809998
2015-01-20,67.959999
2015-01-21,68.839996
2015-01-22,70.610001
2015-01-23,73.370003
2015-01-26,73.150002
2015-01-27,73.75
2015-01-28,75.5
2015-01-29,75.760002
2015-01-30,73.870003
2015-02-02,68.720001
2015-02-03,68.519997
2015-02-04,68.330002
2015-02-05,67.389999
2015-02-06,65.889999
2015-02-09,63.740002
2015-02-10,65.019997
2015-02-11,64.75
2015-02-12,66.199997
2015-02-13,70.029999
2015-02-17,69.440002
2015-02-18,67.540001
2015-02-19,65.300003
2015-02-20,65.169998
2015-02-23,65.050003
2015-02-24,69.339996
2015-02-25,67.209999
2015-02-26,71.529999
2015-02-27,69.400002
2015-03-02,69.349998
2015-03-03,70.839996
2015-03-04,72.019997
2015-03-05,74.510002
2015-03-06,72.980003
2015-03-09,74.830002
2015-03-10,72.150002
2015-03-11,72.949997
2015-03-12,73.419998
2015-03-13,72.57
2015-03-16,76.330002
2015-03-17,77.709999
2015-03-18,79.959999
2015-03-19,80.379997
2015-03-20,80.800003
2015-03-23,84.089996
2015-03-24,83.209999
2015-03-25,77.129997
2015-03-26,77.190002
2015-03-27,79.279999
2015-03-30,81.400002
2015-03-31,79.699997
2015-04-01,78.800003
2015-04-02,77.790001
2015-04-06,76.510002
2015-04-07,73.230003
2015-04-08,72.839996
2015-04-09,74.629997
2015-04-10,73.580002
2015-04-13,72.629997
2015-04-14,70.5
2015-04-15,70.910004
2015-04-16,71.459999
2015-04-17,70.07
2015-04-20,72.010002
2015-04-21,74.07
2015-04-22,74.480003
2015-04-23,73.269997
2015-04-24,70.120003
2015-04-27,69.370003
2015-04-28,67.860001
2015-04-29,68.650002
2015-04-30,65.910004
2015-05-01,69.599998
2015-05-04,68.989998
2015-05-05,67.07
2015-05-06,69.059998
2015-05-07,75.559998
2015-05-08,76.559998
2015-05-11,74.559998
2015-05-12,74.75
2015-05-13,74.959999
2015-05-14,76.980003
2015-05-15,76.540001
2015-05-18,80.300003
2015-05-19,80.099998
2015-05-20,81.150002
2015-05-21,81.260002
2015-05-22,84.029999
2015-05-26,82.459999
2015-05-27,86.400002
2015-05-28,82.300003
2015-05-29,82.150002
2015-06-01,80.940002
2015-06-02,80.860001
2015-06-03,81.550003
2015-06-04,81.32
2015-06-05,83.699997
2015-06-08,80.239998
2015-06-09,80.050003
2015-06-10,82.5
2015-06-11,82.0
2015-06-12,83.510002
2015-06-15,82.18
2015-06-16,84.75
2015-06-17,84.559998
2015-06-18,84.650002
2015-06-19,85.25
2015-06-22,87.809998
2015-06-23,85.309998
2015-06-24,84.589996
2015-06-25,84.980003
2015-06-26,80.410004
2015-06-29,79.059998
2015-06-30,80.269997
2015-07-01,80.360001
2015-07-02,81.360001
2015-07-06,79.989998
2015-07-07,79.949997
2015-07-08,74.68
2015-07-09,74.629997
2015-07-10,76.160004
2015-07-13,76.610001
2015-07-14,77.959999
2015-07-15,77.879997
2015-07-16,80.239998
2015-07-17,78.860001
2015-07-20,76.699997
2015-07-21,77.449997
2015-07-22,74.169998
2015-07-23,75.239998
2015-07-24,72.279999
2015-07-27,69.940002
2015-07-28,70.75
2015-07-29,70.470001
2015-07-30,60.485001
2015-07-31,57.950001
2015-08-03,57.52
2015-08-04,55.060001
2015-08-05,54.830002
2015-08-06,51.830002
2015-08-07,52.200001
2015-08-10,54.529999
2015-08-11,53.860001
2015-08-12,56.959999
2015-08-13,58.32
2015-08-14,58.240002
2015-08-17,58.279999
2015-08-18,55.93
2015-08-19,55.59
2015-08-20,52.360001
2015-08-21,49.990002
2015-08-24,48.5
2015-08-25,49.810001
2015-08-26,52.75
2015-08-27,54.740002
2015-08-28,55.790001
2015-08-31,55.509998
2015-09-01,53.450001
2015-09-02,54.82
2015-09-03,56.57
2015-09-04,55.790001
2015-09-08,58.189999
2015-09-09,56.549999
2015-09-10,53.98
2015-09-11,53.52
2015-09-14,53.490002
2015-09-15,52.73
2015-09-16,51.740002
2015-09-17,51.389999
2015-09-18,50.73
2015-09-21,49.900002
2015-09-22,47.369999
2015-09-23,48.060001
2015-09-24,46.77
2015-09-25,47.68
2015-09-28,43.25
2015-09-29,43.57
2015-09-30,45.049999
2015-10-01,43.630001
2015-10-02,44.959999
2015-10-05,44.77
2015-10-06,44.279999
2015-10-07,45.549999
2015-10-08,45.259998
2015-10-09,45.66
2015-10-12,46.43
2015-10-13,44.139999
2015-10-14,46.5
2015-10-15,48.310001
2015-10-16,47.32
2015-10-19,46.849998
2015-10-20,48.200001
2015-10-21,48.5
2015-10-22,49.549999
2015-10-23,51.5
2015-10-26,46.759998
2015-10-27,45.889999
2015-10-28,45.169998
2015-10-29,43.810001
2015-10-30,43.93
2015-11-02,45.27
2015-11-03,45.709999
2015-11-04,46.57
2015-11-05,45.080002
2015-11-06,55.549999
2015-11-09,54.09
2015-11-10,52.290001
2015-11-11,52.200001
2015-11-12,50.970001
2015-11-13,51.0
2015-11-16,51.84
2015-11-17,54.740002
2015-11-18,56.34
2015-11-19,55.77
2015-11-20,54.779999
2015-11-23,54.849998
2015-11-24,55.75
2015-11-25,57.34
2015-11-27,57.509998
2015-11-30,58.07
2015-12-01,58.040001
2015-12-02,58.48
2015-12-03,58.09
2015-12-04,59.540001
2015-12-07,57.630001
2015-12-08,57.279999
2015-12-09,56.150002
2015-12-10,57.5
2015-12-11,56.189999
2015-12-14,52.48
2015-12-15,51.689999
2015-12-16,53.23
2015-12-17,52.75
2015-12-18,51.630001
2015-12-21,53.349998
2015-12-22,52.41
2015-12-23,54.41
2015-12-24,54.209999
2015-12-28,52.889999
2015-12-29,52.990002
2015-12-30,51.66
2015-12-31,50.900002
